"Strain","Uptake_Reactions","Secretion_Reactions","Total_Exchanged"
"Helicobacter_pylori_Hp_P_4c",42,8,50
"Helicobacter_pylori_Hp_P_4d",45,8,53
"Helicobacter_pylori_Hp_P_62",41,8,49
"Helicobacter_pylori_Hp_P_74",42,10,52
"Helicobacter_pylori_Hp_P_8",42,11,53
"Helicobacter_pylori_Hp_P_8b",43,9,52
"Helicobacter_pylori_India7",40,7,47
"Helicobacter_pylori_J99",44,10,54
"Helicobacter_pylori_Lithuania75",41,8,49
"Helicobacter_pylori_MALT",42,9,51
"Helicobacter_pylori_N6",41,9,50
"Helicobacter_pylori_NAK7",40,9,49
"Helicobacter_pylori_NQ1671",38,7,45
"Helicobacter_pylori_NQ1707",42,8,50
"Helicobacter_pylori_NQ1712",41,9,50
"Helicobacter_pylori_NQ315",40,9,49
"Helicobacter_pylori_NQ352",43,9,52
"Helicobacter_pylori_NQ367",41,10,51
"Helicobacter_pylori_NQ392",46,9,55
"Helicobacter_pylori_NQ4044",40,9,49
"Helicobacter_pylori_NQ4053",39,11,50
"Helicobacter_pylori_NQ4060",45,6,51
"Helicobacter_pylori_NQ4076",41,11,52
"Helicobacter_pylori_NQ4099",41,7,48
"Helicobacter_pylori_NQ4110",45,9,54
"Helicobacter_pylori_NQ4161",43,10,53
"Helicobacter_pylori_NQ4191",39,11,50
"Helicobacter_pylori_NQ4200",39,11,50
"Helicobacter_pylori_NQ4216",39,7,46
"Helicobacter_pylori_NQ4228",41,9,50
"Helicobacter_pylori_OK113",38,8,46
"Helicobacter_pylori_OK310",44,9,53
"Helicobacter_pylori_P12",41,8,49
"Helicobacter_pylori_PeCan18",43,8,51
"Helicobacter_pylori_PeCan4",41,6,47
"Helicobacter_pylori_Puno120",41,7,48
"Helicobacter_pylori_Puno135",45,8,53
"Helicobacter_pylori_R036d",40,7,47
"Helicobacter_pylori_R037c",39,12,51
"Helicobacter_pylori_R038b",40,7,47
"Helicobacter_pylori_R046Wa",43,8,51
"Helicobacter_pylori_R055a",38,8,46
"Helicobacter_pylori_R056a",42,6,48
"Helicobacter_pylori_R32b",40,7,47
"Helicobacter_pylori_Rif1",41,7,48
"Helicobacter_pylori_Rif2",43,9,52
"Helicobacter_pylori_SJM180",43,7,50
"Helicobacter_pylori_SNT49",38,13,51
"Helicobacter_pylori_Sat464",43,8,51
"Helicobacter_pylori_Shi112",41,8,49
"Helicobacter_pylori_Shi169",43,7,50
"Helicobacter_pylori_Shi417",40,13,53
"Helicobacter_pylori_Shi470",42,11,53
"Helicobacter_pylori_SouthAfrica7",46,8,54
"Helicobacter_pylori_UM007",44,10,54
"Helicobacter_pylori_UM018",40,10,50
"Helicobacter_pylori_UM034",43,8,51
"Helicobacter_pylori_UM037",42,9,51
"Helicobacter_pylori_UM045",42,10,52
"Helicobacter_pylori_UM054",42,11,53
"Helicobacter_pylori_UM066",42,7,49
"Helicobacter_pylori_UM299",41,11,52
"Helicobacter_pylori_XZ274",46,9,55
"Helicobacter_pylori_v225d",46,10,56
"Holdemania_filiformis_VPI_J1_31B_1_DSM_12042",39,11,50
"Intestinimonas_butyriciproducens_ERR1022450",45,13,58
"Intestinimonas_butyriciproducens_SRB_521_5_I",43,14,57
"Klebsiella_oxytoca_10_5243",57,27,84
"Klebsiella_oxytoca_10_5245",56,23,79
"Klebsiella_oxytoca_10_5248",59,27,86
"Klebsiella_oxytoca_11492_1",54,25,79
"Klebsiella_oxytoca_CAV1099",53,13,66
"Klebsiella_oxytoca_CAV1335",46,16,62
"Klebsiella_oxytoca_CAV1374",48,17,65
"Klebsiella_oxytoca_CHS143",45,15,60
"Klebsiella_oxytoca_E718",51,26,77
"Klebsiella_oxytoca_ERR2221287",51,14,65
"Klebsiella_oxytoca_ERR2221335",51,13,64
"Klebsiella_oxytoca_ERR2221348",54,15,69
"Klebsiella_oxytoca_ERR2221399",48,14,62
"Klebsiella_oxytoca_ERR2221400",50,16,66
"Klebsiella_oxytoca_ICU1_2b",48,18,66
"Klebsiella_oxytoca_JKo3",50,18,68
"Klebsiella_oxytoca_KCTC_1686",52,16,68
"Klebsiella_oxytoca_MGH88",49,14,63
"Klebsiella_pneumoniae_1162281",51,19,70
"Klebsiella_pneumoniae_1191100241",49,21,70
"Klebsiella_pneumoniae_342",46,18,64
"Klebsiella_pneumoniae_361_1301",50,20,70
"Klebsiella_pneumoniae_500_1420",42,19,61
"Klebsiella_pneumoniae_540_1460",49,25,74
"Klebsiella_pneumoniae_646_1568",52,20,72
"Klebsiella_pneumoniae_ATCC_25955",45,18,63
"Klebsiella_pneumoniae_ATCC_BAA_1705",51,20,71
"Klebsiella_pneumoniae_ATCC_BAA_2146",50,20,70
"Klebsiella_pneumoniae_CHS153",47,20,67
"Klebsiella_pneumoniae_CHS222",52,19,71
"Klebsiella_pneumoniae_DMC0526",47,20,67
"Klebsiella_pneumoniae_ERR2221115",52,19,71
"Klebsiella_pneumoniae_ERR2221116",52,18,70
"Klebsiella_pneumoniae_ERR2221118",50,19,69
"Klebsiella_pneumoniae_ERR2221121",48,19,67
"Klebsiella_pneumoniae_ERR2221297",53,16,69
"Klebsiella_pneumoniae_ERR2221368",46,19,65
"Klebsiella_pneumoniae_ERR2221372",51,20,71
"Klebsiella_pneumoniae_G5_2",45,20,65
"Klebsiella_pneumoniae_JH1",47,22,69
"Klebsiella_pneumoniae_KCTC_2242",51,19,70
"Klebsiella_pneumoniae_KP_11",47,20,67
"Klebsiella_pneumoniae_NTUH_K2044",53,24,77
"Klebsiella_pneumoniae_PR04",50,19,69
"Klebsiella_pneumoniae_UHKPC01",51,21,72
"Klebsiella_pneumoniae_UHKPC04",48,19,67
"Klebsiella_pneumoniae_UHKPC05",50,20,70
"Klebsiella_pneumoniae_UHKPC09",51,21,72
"Klebsiella_pneumoniae_UHKPC22",49,19,68
"Klebsiella_pneumoniae_UHKPC23",46,22,68
"Klebsiella_pneumoniae_UHKPC24",46,20,66
"Klebsiella_pneumoniae_UHKPC26",48,18,66
"Klebsiella_pneumoniae_UHKPC27",46,22,68
"Klebsiella_pneumoniae_UHKPC29",48,19,67
"Klebsiella_pneumoniae_UHKPC32",51,17,68
"Klebsiella_pneumoniae_UHKPC40",46,20,66
"Klebsiella_pneumoniae_UHKPC45",50,20,70
"Klebsiella_pneumoniae_UHKPC48",51,17,68
"Klebsiella_pneumoniae_UHKPC57",48,20,68
"Klebsiella_pneumoniae_UHKPC81",49,21,70
"Klebsiella_pneumoniae_UHKPC_52",52,20,72
"Klebsiella_pneumoniae_VAKPC252",45,19,64
"Klebsiella_pneumoniae_VAKPC254",52,21,73
"Klebsiella_pneumoniae_VAKPC269",49,20,69
"Klebsiella_pneumoniae_VAKPC270",54,21,75
"Klebsiella_pneumoniae_VAKPC276",45,24,69
"Klebsiella_pneumoniae_VAKPC278",48,21,69
"Klebsiella_pneumoniae_VAKPC280",46,22,68
"Klebsiella_pneumoniae_VAKPC297",51,17,68
"Klebsiella_pneumoniae_VAKPC309",46,19,65
"Klebsiella_pneumoniae_hvKP1",48,18,66
"Klebsiella_pneumoniae_pneumoniae_MGH78578",48,17,65
"Klebsiella_pneumoniae_subsp_pneumoniae_1084",47,24,71
"Klebsiella_pneumoniae_subsp_pneumoniae_12_3578",47,16,63
"Klebsiella_pneumoniae_subsp_pneumoniae_DSM_30104",47,22,69
"Klebsiella_pneumoniae_subsp_pneumoniae_Ecl8",46,21,67
"Klebsiella_pneumoniae_subsp_pneumoniae_HS11286",48,18,66
"Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH1",48,17,65
"Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH10",48,17,65
"Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH11",51,22,73
"Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH12",51,21,72
"Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH14",44,22,66
"Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH16",46,22,68
"Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH17",50,18,68
"Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH18",50,21,71
"Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH19",47,19,66
"Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH2",45,22,67
"Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH20",46,20,66
"Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH21",46,20,66
"Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH22",50,18,68
"Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH23",45,21,66
"Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH4",47,18,65
"Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH5",48,17,65
"Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH6",46,19,65
"Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH7",49,19,68
"Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH8",50,21,71
"Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH9",48,17,65
"Klebsiella_pneumoniae_subsp_pneumoniae_KpQ3",47,20,67
"Klebsiella_pneumoniae_subsp_pneumoniae_LZ",45,20,65
"Klebsiella_pneumoniae_subsp_pneumoniae_ST258_490",49,19,68
"Klebsiella_pneumoniae_subsp_pneumoniae_ST258_K26BO",44,17,61
"Klebsiella_pneumoniae_subsp_pneumoniae_ST258_K28BO",48,22,70
"Klebsiella_pneumoniae_subsp_pneumoniae_ST512_K30BO",44,13,57
"Klebsiella_pneumoniae_subsp_pneumoniae_WGLW1",46,18,64
"Klebsiella_pneumoniae_subsp_pneumoniae_WGLW2",50,20,70
"Klebsiella_pneumoniae_subsp_pneumoniae_WGLW5",48,18,66
"Klebsiella_quasipneumoniae_700603",49,19,68
"Klebsiella_variicola_KV321_ZB100000",52,16,68
"Lachnobacterium_bovis_AE2004",38,11,49
"Lachnobacterium_bovis_S1b",39,12,51
"Lachnospira_pectinoschiza_ERR1022352",45,10,55
"Lachnospira_pectinoschiza_ERR1022401",44,10,54
"Lachnospira_pectinoschiza_M83",43,11,54
"Lactobacillus_casei_12A",50,13,63
"Lactobacillus_casei_21_1",49,11,60
"Lactobacillus_casei_A2_362",47,10,57
"Lactobacillus_casei_ATCC_334",40,14,54
"Lactobacillus_casei_ERR2221237",49,12,61
"Lactobacillus_casei_ERR2221291",47,12,59
"Lactobacillus_casei_ERR2221303",50,11,61
"Lactobacillus_casei_ERR2221304",46,12,58
"Lactobacillus_casei_ERR2221325",50,12,62
"Lactobacillus_casei_UW4",51,14,65
"Lactobacillus_casei_W56",49,12,61
"Lactobacillus_casei_casei_BL23",42,12,54
"Lactobacillus_delbrueckii_ZN7a_9",54,23,77
"Lactobacillus_delbrueckii_subsp_bulgaricus_2038",54,14,68
"Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842",51,15,66
"Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA_365",44,13,57
"Lactobacillus_delbrueckii_subsp_bulgaricus_CNCM_I_1519",55,15,70
"Lactobacillus_delbrueckii_subsp_bulgaricus_CNCM_I_1632",52,16,68
"Lactobacillus_delbrueckii_subsp_bulgaricus_ND02",56,16,72
"Lactobacillus_delbrueckii_subsp_delbrueckii_DSM_20074",51,12,63
"Lactobacillus_delbrueckii_subsp_lactis_DSM_20072",50,15,65
"Lactobacillus_fermentum_28_3_CHN",43,15,58
"Lactobacillus_fermentum_ATCC_14931",35,12,47
"Lactobacillus_fermentum_CECT_5716",45,14,59
"Lactobacillus_fermentum_F_6",51,12,63
"Lactobacillus_fermentum_IFO_3956",42,14,56
"Lactobacillus_gasseri_202_4",57,13,70
"Lactobacillus_gasseri_224_1",60,22,82
"Lactobacillus_gasseri_ATCC_33323",52,14,66
"Lactobacillus_gasseri_CECT_5714",54,14,68
"Lactobacillus_gasseri_ERR1203930",52,13,65
"Lactobacillus_gasseri_ERR1204024",52,13,65
"Lactobacillus_gasseri_ERR2221164",51,13,64
"Lactobacillus_gasseri_ERR2221406",51,13,64
"Lactobacillus_gasseri_JV_V03",55,16,71
"Lactobacillus_gasseri_K7",57,17,74
"Lactobacillus_gasseri_MV_22",52,14,66
"Lactobacillus_gasseri_SJ_9E_US",54,15,69
"Lactobacillus_gasseri_SV_16A_US",51,16,67
"Lactobacillus_helveticus_DPC_4571",51,16,67
"Lactobacillus_helveticus_DSM_20075",43,16,59
"Lactobacillus_helveticus_H10",50,13,63
"Lactobacillus_helveticus_R0052",55,14,69
"Lactobacillus_johnsonii_ATCC_33200",55,12,67
"Lactobacillus_johnsonii_DPC_6026",54,12,66
"Lactobacillus_johnsonii_ERR2221124",51,10,61
"Lactobacillus_johnsonii_ERR2221205",49,11,60
"Lactobacillus_johnsonii_FI9785",53,13,66
"Lactobacillus_johnsonii_NCC_533",51,15,66
"Lactobacillus_johnsonii_pf01",51,12,63
"Lactobacillus_mucosae_LM1",55,17,72
"Lactobacillus_plantarum_16",46,14,60
"Lactobacillus_plantarum_ERR2221349",48,15,63
"Lactobacillus_plantarum_IPLA88",44,15,59
"Lactobacillus_plantarum_JDM1",44,16,60
"Lactobacillus_plantarum_UCMA_3037",43,13,56
"Lactobacillus_plantarum_WCFS1",40,11,51
"Lactobacillus_plantarum_ZJ316",45,12,57
"Lactobacillus_plantarum_subsp_plantarum_ATCC_14917",39,11,50
"Lactobacillus_plantarum_subsp_plantarum_NC8",43,14,57
"Lactobacillus_plantarum_subsp_plantarum_P_8",46,16,62
"Lactobacillus_plantarum_subsp_plantarum_ST_III",45,14,59
"Lactobacillus_reuteri_100_23",51,11,62
"Lactobacillus_reuteri_ATCC_53608",55,12,67
"Lactobacillus_reuteri_CF48_3A",43,13,56
"Lactobacillus_reuteri_DSM_20016",53,13,66
"Lactobacillus_reuteri_ERR2221127",46,12,58
"Lactobacillus_reuteri_ERR2221204",47,17,64
"Lactobacillus_reuteri_F275_JCM_1112",42,12,54
"Lactobacillus_reuteri_I49",51,17,68
"Lactobacillus_reuteri_I5007",49,12,61
"Lactobacillus_reuteri_MM2_3",43,14,57
"Lactobacillus_reuteri_MM4_1A",43,11,54
"Lactobacillus_reuteri_SD2112_ATCC_55730",41,12,53
"Lactobacillus_reuteri_lpuph",49,12,61
"Lactobacillus_reuteri_mlc3",49,13,62
"Lactobacillus_rhamnosus_ATCC_21052",50,12,62
"Lactobacillus_rhamnosus_ATCC_8530",52,14,66
"Lactobacillus_rhamnosus_ERR1203919",53,14,67
"Lactobacillus_rhamnosus_ERR2221226",53,14,67
"Lactobacillus_rhamnosus_GG_ATCC_53103",55,15,70
"Lactobacillus_rhamnosus_HN001",55,12,67
"Lactobacillus_rhamnosus_LMS2_1",42,14,56
"Lactobacillus_rhamnosus_LRHMDP2",51,15,66
"Lactobacillus_rhamnosus_LRHMDP3",51,14,65
"Lactobacillus_rhamnosus_Lc_705",54,13,67
"Lactobacillus_rhamnosus_R0011",51,13,64
"Lactobacillus_ruminis_ATCC_25644",41,12,53
"Lactobacillus_ruminis_ATCC_27782",45,13,58
"Lactobacillus_ruminis_DSM_20403_NBRC_102161",48,14,62
"Lactobacillus_ruminis_ERR2221165",47,12,59
"Lactobacillus_ruminis_ERR2221355",48,12,60
"Lactobacillus_ruminis_SPM0211",47,13,60
"Lactobacillus_salivarius_CECT_5713",50,11,61
"Lactobacillus_salivarius_ERR2221215",49,11,60
"Lactobacillus_salivarius_ERR2221301",48,12,60
"Lactobacillus_salivarius_ERR2221323",48,11,59
"Lactobacillus_salivarius_GJ_24",52,13,65
"Lactobacillus_salivarius_HO66_ATCC_11741",39,11,50
"Lactobacillus_salivarius_NIAS840",48,13,61
"Lactobacillus_salivarius_salivarius_UCC118",43,12,55
"Lactococcus_garvieae_21881",43,12,55
"Lactococcus_garvieae_8831",44,13,57
"Lactococcus_garvieae_ATCC_49156",47,14,61
"Lactococcus_garvieae_DCC43",48,10,58
"Lactococcus_garvieae_I113",47,10,57
"Lactococcus_garvieae_IPLA_31405",45,11,56
"Lactococcus_garvieae_LG9",48,12,60
"Lactococcus_garvieae_Lg2",51,12,63
"Lactococcus_garvieae_TB25",47,12,59
"Lactococcus_garvieae_Tac2",45,10,55
"Lactococcus_garvieae_UNIUD074",48,9,57
"Lactococcus_lactis_subsp_cremoris_A76",47,16,63
"Lactococcus_lactis_subsp_cremoris_CNCM_I_1631",47,18,65
"Lactococcus_lactis_subsp_cremoris_MG1363",47,17,64
"Lactococcus_lactis_subsp_cremoris_NZ9000",47,18,65
"Lactococcus_lactis_subsp_cremoris_SK11",45,17,62
"Lactococcus_lactis_subsp_cremoris_UC509_9",46,17,63
"Lactococcus_lactis_subsp_lactis_CV56",47,18,65
"Lactococcus_lactis_subsp_lactis_IO_1",47,17,64
"Lactococcus_lactis_subsp_lactis_Il1403",40,18,58
"Lactococcus_lactis_subsp_lactis_KF147",48,16,64
"Lactococcus_lactis_subsp_lactis_YF11",47,18,65
"Leuconostoc_mesenteroides_ERR2221167",49,12,61
"Leuconostoc_mesenteroides_subsp_cremoris_ATCC_19254",36,12,48
"Leuconostoc_mesenteroides_subsp_mesenteroides_ATCC_8293",44,10,54
"Leuconostoc_mesenteroides_subsp_mesenteroides_J18",48,14,62
"Megamonas_funiformis_YIT_11815",51,13,64
"Megamonas_hypermegale_ART12_1",41,15,56
"Megamonas_rupellensis_DSM_19944",44,11,55
"Megasphaera_elsdenii_DSM_20460",48,14,62
"Megasphaera_micronuciformis_F0359",45,10,55
"Methanobrevibacter_smithii_ATCC_35061",38,12,50
"Methanosphaera_stadtmanae_DSM_3091",39,12,51
"Mitsuokella_jalaludinii_DSM_13811",58,13,71
"Mitsuokella_jalaludinii_ERR1022286",48,11,59
"Mitsuokella_multacida_DSM_20544",44,12,56
"Odoribacter_splanchnicus_1651_6_DSM_20712",38,11,49
"Odoribacter_splanchnicus_ERR1203973",39,16,55
"Odoribacter_splanchnicus_ERR1204067",36,18,54
"Odoribacter_splanchnicus_ERR2230125",41,16,57
"Olsenella_profusa_F019501",46,13,59
"Olsenella_uli_DSM_7084",52,14,66
"Oribacterium_sinus_F0268",48,16,64
"Oxalobacter_formigenes_HOxBLS",31,7,38
"Oxalobacter_formigenes_OXCC13",36,9,45
"Pantoea_agglomerans_190",48,18,66
"Pantoea_agglomerans_299R",56,20,76
"Pantoea_agglomerans_3",48,14,62
"Pantoea_agglomerans_4",51,15,66
"Pantoea_agglomerans_IG1",49,17,66
"Pantoea_agglomerans_MP2",50,15,65
"Pantoea_agglomerans_P10c",49,12,61
"Parabacteroides_distasonis_ATCC_8503",40,25,65
"Parabacteroides_distasonis_CL03T12C09",44,27,71
"Parabacteroides_distasonis_CL09T03C24",44,29,73
"Parabacteroides_distasonis_ERR1022281",35,15,50
"Parabacteroides_distasonis_ERR1022330",39,15,54
"Parabacteroides_distasonis_ERR1022415",42,16,58
"Parabacteroides_distasonis_ERR1022462",36,16,52
"Parabacteroides_distasonis_ERR1204048",39,16,55
"Parabacteroides_distasonis_ERR2221129",42,16,58
"Parabacteroides_distasonis_ERR2221168",36,15,51
"Parabacteroides_distasonis_ERR2230146",36,15,51
"Parabacteroides_distasonis_ERR2230165",37,17,54
"Parabacteroides_goldsteinii_CL02T12C30",45,23,68
"Parabacteroides_goldsteinii_DSM_19448_WAL_12034",39,12,51
"Parabacteroides_goldsteinii_ERR2230163",38,14,52
"Parabacteroides_goldsteinii_dnLKV18",43,18,61
"Parabacteroides_gordonii_DSM_23371",40,13,53
"Parabacteroides_johnsonii_CL02T12C29",43,21,64
"Parabacteroides_johnsonii_DSM_18315",30,13,43
"Parabacteroides_merdae_ATCC_43184",33,14,47
"Parabacteroides_merdae_CL03T12C32",41,21,62
"Parabacteroides_merdae_CL09T00C40",42,16,58
"Parabacteroides_merdae_ERR1022364",40,16,56
"Parabacteroides_merdae_ERR2230111",35,15,50
"Paraprevotella_clara_YIT_11840",37,15,52
"Paraprevotella_xylaniphila_YIT_11841",36,13,49
"Parasutterella_excrementihominis_YIT_11859",49,9,58
"Parvimonas_micra_ATCC_33270",38,6,44
"Peptoniphilus_lacrimalis_315_B",52,8,60
"Peptoniphilus_lacrimalis_DSM_7455",55,10,65
"Phascolarctobacterium_faecium_DSM_14760",42,9,51
"Phascolarctobacterium_succinatutens_YIT_12067",37,10,47
"Porphyromonas_asaccharolytica_DSM_20707",51,14,65
"Porphyromonas_asaccharolytica_PR426713P_I",50,19,69
"Porphyromonas_bennonis_DSM_23058_JCM_16335",56,14,70
"Porphyromonas_uenonis_60_3",50,18,68
"Porphyromonas_uenonis_DSM_23387",57,16,73
"Prevotella_bivia_DSM_20514",47,15,62
"Prevotella_bivia_JCVIHMP010",47,16,63
"Prevotella_buccae_ATCC_33574",45,13,58
"Prevotella_buccae_D17",43,22,65
"Prevotella_buccalis_ATCC_35310",50,11,61
"Prevotella_buccalis_DNF00853",47,10,57
"Prevotella_buccalis_DNF00985",46,12,58
"Prevotella_buccalis_UMB0536_16933_8_22_1",49,11,60
"Prevotella_copri_CB7_DSM_18205",28,14,42
"Prevotella_copri_ERR1022397",48,16,64
"Prevotella_corporis_DSM_18810",45,9,54
"Prevotella_corporis_MJR7716",46,14,60
"Prevotella_denticola_CRIS_18C_A",45,17,62
"Prevotella_denticola_DSM20614",42,10,52
"Prevotella_denticola_F0289",52,12,64
"Prevotella_disiens_FB035_09AN",55,10,65
"Prevotella_disiens_JCM_6334",47,11,58
"Prevotella_melaninogenica_ATCC_25845",50,14,64
"Prevotella_melaninogenica_D18",45,20,65
"Prevotella_oris_C735",45,12,57
"Prevotella_oris_DSM_18711_JCM_12252",43,13,56
"Prevotella_oris_F0302",45,13,58
"Prevotella_oulorum_ATCC_43324",48,12,60
"Prevotella_oulorum_F0390",51,8,59
"Prevotella_ruminicola_23",46,19,65
"Prevotella_stercorea_DSM_18206",55,12,67
"Prevotella_timonensis_4401737",43,10,53
"Prevotella_timonensis_CRIS_5C_B1",49,9,58
"Propionibacterium_acnes_KPA171202",52,13,65
"Pseudoflavonifractor_capillosus_ERR1022447",53,13,66
"Pseudoflavonifractor_capillosus_strain_ATCC_29799",38,9,47
"Pseudomonas_aeruginosa_152504",57,32,89
"Pseudomonas_aeruginosa_18A",56,25,81
"Pseudomonas_aeruginosa_19BR",54,31,85
"Pseudomonas_aeruginosa_213BR",54,31,85
"Pseudomonas_aeruginosa_2192",52,32,84
"Pseudomonas_aeruginosa_2_1_26",53,29,82
"Pseudomonas_aeruginosa_39016",58,40,98
"Pseudomonas_aeruginosa_9BR",54,31,85
"Pseudomonas_aeruginosa_AH16",55,33,88
"Pseudomonas_aeruginosa_ATCC_14886",53,33,86
"Pseudomonas_aeruginosa_B136_33",59,40,99
"Pseudomonas_aeruginosa_C3719",54,26,80
"Pseudomonas_aeruginosa_CI27",61,40,101
"Pseudomonas_aeruginosa_DK2",52,34,86
"Pseudomonas_aeruginosa_DQ8",51,36,87
"Pseudomonas_aeruginosa_E2",53,33,86
"Pseudomonas_aeruginosa_F22031",43,16,59
"Pseudomonas_aeruginosa_LCT_PA102",52,35,87
"Pseudomonas_aeruginosa_LESB58",53,32,85
"Pseudomonas_aeruginosa_M18",54,30,84
"Pseudomonas_aeruginosa_MPAO1_P1",53,32,85
"Pseudomonas_aeruginosa_MPAO1_P2",53,31,84
"Pseudomonas_aeruginosa_MRW44_1",53,34,87
"Pseudomonas_aeruginosa_MSH_10",58,37,95
"Pseudomonas_aeruginosa_NCGM2_S1",44,15,59
"Pseudomonas_aeruginosa_NCMG1179",55,32,87
"Pseudomonas_aeruginosa_PA14",62,40,102
"Pseudomonas_aeruginosa_PA21_ST175",52,34,86
"Pseudomonas_aeruginosa_PA45",53,33,86
"Pseudomonas_aeruginosa_PA7",57,35,92
"Pseudomonas_aeruginosa_PABL056",63,40,103
"Pseudomonas_aeruginosa_PACS2",53,33,86
"Pseudomonas_aeruginosa_PADK2_CF510",54,31,85
"Pseudomonas_aeruginosa_PAK",55,32,87
"Pseudomonas_aeruginosa_PAO1",62,34,96
"Pseudomonas_aeruginosa_PAO579",52,35,87
"Pseudomonas_aeruginosa_PGPR2",55,27,82
"Pseudomonas_aeruginosa_SJTD_1",52,33,85
"Pseudomonas_aeruginosa_UCBPP_PA14",63,40,103
"Pseudomonas_aeruginosa_XMG",53,32,85
"Pyramidobacter_piscolens_W5455",53,11,64
"Roseburia_faecis_ERR1022321",40,10,50
"Roseburia_faecis_ERR2221408",43,7,50
"Roseburia_faecis_ERR2230155",44,8,52
"Roseburia_hominis_A2_183",46,10,56
"Roseburia_hominis_ERR1022292",50,15,65
"Roseburia_intestinalis_ERR1022474",49,11,60
"Roseburia_intestinalis_ERR2221171",47,11,58
"Roseburia_intestinalis_ERR2230070",50,10,60
"Roseburia_intestinalis_L1_82",40,12,52
"Roseburia_intestinalis_XB6B4",58,24,82
"Roseburia_inulinivorans_DSM_16841",37,12,49
"Roseburia_inulinivorans_ERR1022293",44,12,56
"Roseburia_inulinivorans_ERR1022345",43,12,55
"Roseburia_inulinivorans_ERR1203941",46,13,59
"Rothia_dentocariosa_ATCC_17931",52,13,65
"Rothia_dentocariosa_M567",47,18,65
"Rothia_mucilaginosa_ATCC_25296",47,16,63
"Rothia_mucilaginosa_DY_18",52,11,63
"Rothia_mucilaginosa_M508",46,19,65
"Rothia_mucilaginosa_NUM_Rm6536",46,11,57
"Ruminococcus_albus_7",41,17,58
"Ruminococcus_albus_8",45,17,62
"Ruminococcus_bicirculans_80_3",49,9,58
"Ruminococcus_bicirculans_ERR1022350",51,9,60
"Ruminococcus_bicirculans_ERR1022408",50,11,61
"Ruminococcus_bicirculans_ERR1022485",51,9,60
"Ruminococcus_bicirculans_ERR2221172",50,10,60
"Ruminococcus_bicirculans_ERR2230101",51,10,61
"Ruminococcus_bromii_ATCC_27255",47,10,57
"Ruminococcus_bromii_ERR1022486",33,13,46
"Ruminococcus_bromii_ERR2221220",33,13,46
"Ruminococcus_bromii_L2_63",29,10,39
"Ruminococcus_callidus_ATCC_2776001",47,12,59
"Ruminococcus_champanellensis_18P13",39,11,50
"Ruminococcus_flavefaciens_ATCC_19208",44,14,58
"Ruminococcus_flavefaciens_FD_1",38,15,53
"Ruminococcus_gauvreauii_DSM_19829",45,9,54
"Ruminococcus_gnavus_ATCC_29149",41,15,56
"Ruminococcus_lactaris_ATCC_29176",27,9,36
"Ruminococcus_obeum_A2_162",44,11,55
"Ruminococcus_torques_ATCC_27756",42,9,51
"Ruminococcus_torques_L2_14",42,10,52
"Ruthenibacterium_lactatiformans_585_1",48,8,56
"Ruthenibacterium_lactatiformans_668",49,9,58
"Salmonella_enterica_enterica_sv_Typhimurium_LT2",48,20,68
"Salmonella_enterica_subsp_arizonae_serovar_62_z4_z23",62,32,94
"Salmonella_enterica_subsp_enterica_serovar_4512i_str_CVM23701",55,35,90
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_01_O_05",55,29,84
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_02_O_05",59,38,97
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_03_O_05",63,40,103
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_04_O_05",63,39,102
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_05_O_06",63,39,102
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_06_O_05",63,40,103
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_07_O_05",63,40,103
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_08_A_05",62,42,104
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_10_A_05",63,40,103
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_11_A_05",61,39,100
"Salmonella_enterica_subsp_enterica_serovar_Agona_str_12_A_06",60,38,98
